,content,sentiment
484,"Ok ok aja, tapi kalo bisa tambahin ewallet dana lah biar gampang, terus biayanya kok nambah",-1
485,"promo dgn stok terbatas , mending jgn dehh. kagak kebagian bikin kecewa.",-1
486,"trm ksh tokopedia, sangat memudahkan keperluan saya.. sukses selalu ya..",1
487,"pas mau bayar harganya kelewat lebih, gak bisa dipake grtis ongkir dan cashbacknya, banyak biaya lain2, ORANGE AJA",-1
488,Kecewa.!! Sekarang langganan plus ada batasnya dan biaya layanan makin mahal,-1
489,terima kasih Tokopedia is the best,1
490,"Persyaratan pinjam gak ribet, langsung cair paling lambat 24jam, limit juga selalu nambah jika bayar tepat waktu, tapi sayang bunganya mencekik.",0
491,Sumpah kecewa poll dapet kode promo terus udah sesuai juga tiba tiba di cancel sepihak dan berakhir kode promo telah di pakai terus transaksi token dll verifikasi sms sangat lama dan sangat mengecewakan,-1
492,mantuk,0
493,Layanan Tokped sudah mulai menurun Sebelumnya saya sudah beberapa kali berdonasi buat membantu sesama yg membutuhkan dengan cara yg mudah dan lancar Tapi sekarang2 ini saya mau coba berdonasi lagi buat membantu sesama lagi di persulit dengan mengharuskan verivikasi di akun Tokped saya Sudah begitu pilihan tempat berdonasinya juga menyempit tinggal beberapa yg umum lainnya di khususkan untuk kalangan tertentu Sungguh amat di sayangkan niatan baik orang malah di halang2i untuk kebaikan sesama,-1
494,sya sangat suka degan pemasukan2 ya,1
495,Dulu suka banget sama tokped tapi sekarang banyak banget biayanya dari mulai biaya layanan dan biaya jasa aplikasi niat hemat mau belanja online tapi sama juga boros.,-1
496,"Mengecewakan, beberapa kali komplain, solusinya selalu merugikan pihak seller Skrg bebas ongkir dibatasi, termasuk toko yg dilayani tokped, ditambah lagi ada biaya aplikasi yg makin memberatkan pembeli, mending ke supermarket atau grosir aja",-1
497,"Udah g seenak dulu. Free ongkir jadi susah, harus pake kupon promo dan tidak bisa digabung dengan kupon promo lain lagi, tgl 25 k atas g ada free ongkir 20k lagi, gopay coins sudah susah didapat karena sekarang review barang yg lengkap tidak mendapatkan gopay coins lagi.",-1
498,🔥Jelek ke ga guna,-1
499,"aplikasi belanja daring yang baguss.. banyak promo, barangnya lengkap & pelayanannya the best😍👍",1
500,sangat membantu sekali,1
501,Mulai aneh,-1
502,"layanan tokopedia semakin buruk,14 mei 2023 baru update 25 mei 2023 minta update lgi,gratis ongkir tidak sesuai promo2 yg tidak bisa dipakai,, overall sangat buruk... sekarang lebih nyaman pakai SHOPEE jasa kirim cepat ongkir murah dan banyak promo.. seller dan buyer sama2 untung..",-1
503,cukup puas,1
504,"Semangat yah tokped, kalau bisa untuk gofoodnya ada voucher harian juga biar bisa nyaingin e-commerce yang lain juga",0
505,Mantap langganan terus,1
506,Kayanya harus mulai beralih ke aplikasi lain.. kurirnya lambat banget apalagi kurir rekomendasi...,-1
507,Coba kalau ndak update terus bisa gak sih,0
508,mudah gak ribeeet,0
509,"Saran saja, untuk produk yg mengharuskan verifikasi umur mohon dicek lagi dgn benar, masak charger baterai merk nitecore termasuk produk mengansung konten dewasa yg mengharuskan verifikasi selfi dgn ktp ketika akan membeli, jadinya kan bikin males akhirnya beli di aplikasi sebelah yg tidak pakai verifikasi umur",-1
510,Sungguh sangat buruk sistem dan pelayanan di applikasi ini.. Kita batalin komplain malah pesanan selesai tanpa terima barang. Jangan pake apps ini lagi soalnya kalau ada kendala pusat bantuan dan call centernya tidak berguna...,-1
511,"Bebas ongkir sepuasnya, tapi tanpa promo, preeettt.....🥵👎👎. Apk gaje...",-1
512,"asik juga buat akun baru byk promo nya nih, tambahin lgi yaa biar belanja trusss",1
513,ini kenapa wktu mau pembayaran loading mlu ya pdhl jaringan juga baguss,0
514,bagus,1
515,"Baru kali ini saya belanja di Tokopedia kecewa banget, jadi saya menggunakan fitur tukar tambah uang sudah saya tf ke Tokopedia, tapi pas kurir nyampe ga bisa lanjutin transaksi akhirnya saya ngajuin cancel aja eh malah ga ada respon dari seller atau cs Tokopedia jelek banget sih",-1
516,Katanya ada promo gratis ongkir tp gak bisa d pakai.... Parahhh👎,-1
517,banyakin lagi diskon y boss,0
518,sangat membantu dalam pembelian dan memuaskan berbelanja di sini.,1
519,sangat menyenangkan berbelanja di tokopedia lengkap murah promo ongkir,1
520,mantan,0
521,"Asw di keterangan pengiriman tidak di cantumkan jenis ekspedisi pas udh co baru kelihatan ternyata economy,biaya apk udh naik 2k free ongkir buat economy asli kocak",-1
522,setelah sekian lama menggunakan ternyata lazada jauh lebih baik soal ongkir. di toped pngen gratis ongkir harus belanja minimal 50 rb. mengecewakan,-1
523,Lola saat di akses,-1
524,"Biaya ongkir sudah gak masuk akal,merugikan pembeli dan penjual,yg diuntungkan cuma tokped dan jasa ekspedisi.harga + ongkir bisa mencapai 30%-100% lebih mahal dari toko offline,terutama yg belanja di bawah 500ribu kebawah",-1
525,semoga lebih banyak promo,1
526,bunga tergolong rendah 👍,1
527,Sangat suka sekali dengan aplikasi ini,1
528,Sangat membantu,1
529,Tokopedia aplikasi marketplace menurut saya yang pertama dan terbaik dari marketplace yang. Mohon ditingkatkan kualitas agar transaksinya berjalan mudah dan lancar. Terima kasih,1
530,"Kok notifikasi chat seller tidak muncul ya, saya sudah coba login di beberapa smartphoe beda merk tetap sama. Sehingga saya jadi telat mulu balas chat pembeli. Mohon diperbaiki bug nya tim Tokped.. Trims",-1
531,mudah cara bertransaksi produk yg dijual topid sebagian besar produk ori dan banyak diskon,1
532,Makin hari makin berkurang promosinya...terlebih sejak gabung GoTo... 1. Ada biaya admin dr 1000 jdi 2000 2. Hadiah tap2 kotak dari Rp. 10 jdi Rp. 1 3. Tidak ada lgi tetas telur yg berhadiah coins 4. Bebas ongkir min 20rb tidak ada di WIB 5. Setiap cekout tdk lgi ditawarkan tabung emas untuk menggenapkan. Terimakasih,-1
533,"Tolong banget ini kenaoa biaya jasanya jadi mahal banget, sudah ada biaya aplikasi, ada juga biaya layanan",-1
534,"Ga jelas, sudah order di batalkan sistem terus uang pembayaran tidak di kembalikan full, parah",-1
535,Tuh yg pulsa Indosat gimana yg promo pulsa knpa gk bisa bisa bisa pas pembayaran tolong di bantu min knpa gitu saya udh melakukan berkali kali,-1
536,wow sangat membanggakan,1
537,"Sangat kecewa dengan tim marketing tokopedia, iklan yg muncul pada beberapa aplikasi game sangat mengganggu tombol silang bisa ditekan, sedangkan setiap iklan tokped tidak bisa keluar dan selalu diarahkan masuk apk, padahal saya sudah lama pakai tokped sgt mengecewakan karena terjadi ratusan kali !",-1
538,sangat senang menggunakan tokopedia bisa cicilan sampai 3 bualan,1
539,"Aplikasinya bagus ,,tp biaya penanganan serta biaya ongkir lebih mahal dri pada harga barang,, pengirimannya juga sangat lama,,kemudian brangan yang sampai tidak sesuai dengan ekspektasi,,",-1
540,"terlalu banyak biaya tambahan, perihal pengiriman dan voucher gak sebagus dulu",-1
541,sangat membantu,1
542,Pengirimanya sekarang lelet bngt,-1
543,Susah amat buka pilihan pembayarannya,-1
544,"Tokopedia Card Hilang, tanpa konfirmasi, alasan nya update System. Dan pengajuan saya ditolak. wkwkwkw....aplikasi lain lebih bagus. Ini aplikasi gagal. Dan merugikan. Uninstall aja Bro.",-1
545,"Terima kasih prakerja, karna dengan adanya prakerja sangat membantu ekonomi keluarga di saat pandemi",1
546,Market place tertaeeekk udah . Org blnja online biar agak murah lah ini makin mahal. Mending pakek shopee . Smua promo biasa digabungin. Lahhh ini cm bisa pakek 1 voucher doang. Paling bentar lagi jg tutup ini toko,-1
547,"Kenapa makin lama promonya makin dikit sih!!! terus lambat respon aplikasinya, tolong kembalikan TOKOPEDIA seperti dulu...",-1
548,"Aplikasi jelek mau komplen malah di persulit Bener"" Aplikasi jelek",-1
549,walaupun pengiriman nya keluar propinsi agak lama tapi lumayan bagus.aplikasi agak ringan di hp kentang.,0
550,"Aneh bgt perasaan ga ngelanggar s&k nya tapi voucher diskon pengguna baru nya ga bisa di pake,kalo ga niat ngasih diskon ga usah di tampilin bikin orang tergiur aja.",-1
551,Bagus sangat membantu masyarakat,1
552,mantap berhasil,1
553,Good aplikasi Indonesia,1
554,Kasih bintang 5 aja sebab yang promosikan BTS,1
555,"Biaya aplikasi tolong dikurangin, saya mau belanja kebutuhan gila aja masa tiap transaksi harus bayar 2rb, dri dulu sering banget pake gopay krn itung"" bantu kedua aplikasi krn tokped ama gopay menjadi partner, tpi yg terjadi malah begini...beli di tokped berharap lebih murah dripada beli di toko lokal yg harganya 31rb, ternyata di tokped harganya 29rb dan 2rb ditambah pajak aplikasi, kocak sama aja jdi males pake tokped skrng gada ambisi lgi buat jdi membership.",-1
556,Parah sekarang Tokopedia:(((,-1
557,Kebanyakan biaya layanan,-1
558,mempermudah. tp g tau cara ngisi saldo nya.,0
559,lemot bener dah mohon diperbaiki lgh aplikasi nya biar lebih nyamanuntuk blanjanya di tokopedia nya gan.,-1
560,"Mo buka pict di chat susahnya minta ampun, busset dah",-1
561,even Tokopedia sangat puas dan amanah,1
562,bagus bnget,1
563,"Buat bayar cod aja ribet musti ke menu setingan dulu,, Klo ga bisa juga musti pake aplikasi tambahan,,ga kaya aplikasi"" lain, Toh kita cod juga bayar bukan ngutang.",0
564,Mantap,1
565,"Kecewa dgn Tokopedia, banyak biaya layanan, uinstal, kembali ke lazada",-1
566,bagus pelayanan nyaa,1
567,Sekarang g bisa pakai saldo Tokopedia buat belanja 🤦‍♂️🙃,-1
568,Geratisan ongkir dan potongan setiap transaksi nya tingkat kan lagi donkk,1
569,"apaan bikin diskon sendiri eh batalin sendiri, saldo malah dibalikin ke saldo tokped, penarikan uang jg min 50k, butuh uangnya buat keperluan lain jg kaliiiii, sekarang gue bingung nariknya gmn ajg",-1
570,"Halo,saya ada pengalaman buruk, saya sekarang mengalami error saat mau masukan kode verivikasi akun padahal kode sudah benar di email saya,kenapa malah gak bisa,alasan eror eror.hadehhh .",-1
571,cepat mantap ga ribet,1
572,Anjeng mahal bet ongkir nya,-1
573,Mantap,1
574,jangan download mending shopee serius nanti nyesel,-1
575,Gratis ongkir sulit dan via pembayaran cuma bisa gopay Gak semua orang pakai gopay Ovo dan dana biasanya di pakai,0
576,Tokopedia sekarang makin jelek biaya ongkir katanya 40rb ketika di checkout malah cuma 20rb mana biaya layanannya banyak banget.,-1
577,Aplikasinya lemot sekali 🙏,-1
578,"tolong di perbaiki sistemnya atau apanya lah biar tracking perjalanan bisa bagus seperti dulu lagi, Sekarang pada males update pengiriman",-1
579,Mantap,1
580,Sudah ada biaya layanan 1.000 ditambahin biaya jasa aplikasi 2.000 total 3.000,-1
581,transaksi pembayaran cepat,1
582,"Gratis ongkir sekarang satu pesanan estafet beberapa expedisi, makin lama nyampenya,, dulu cukup satu expedisi bisa pilih yg paling cepat dan dekat dari rumah,, kecewaaaa",-1
583,sangat bermanfaat dan membantu,1
584,baru mulai lagi,0
585,Guys aplikasi Tokopedia bohong barangnya GK benar apa2 udah batalin dasar bego Tokopedia,-1
586,Ingin mengajukan limit kredit pintar untuk kebutuhan mendesak keuangan tolong dibantu,1
587,"Saya turunin bintangnya karena pertama ada biyaya layanan semakin naik dari sebelah ok lah gak papa tapi ini kok cashback+gratis ongkirnya gak bisa digabung kaya dulu sih. Kembalikan seperti awal dong, padahal dulu paling suka toped tp sekarang gak dulu deh nunggu bisa digabung double voucernya lg",-1
588,aplikasi sangat membantu dan bagus,1
589,serba murah,1
590,pelayanan cepat,1
591,"Yang awalnya belanja di atas 50k gratis, sekarang malah jadi mahal !! Belum lagi biaya aplikasi. Bangkrut aja lu sekalian",-1
592,sangat dibutuhkan,1
593,sangat membantu...tks,1
594,Apaan si ini aplikasi zonk bnget.. bayar kredit card gagal udh nunggu 4 hari ternyata dana nya dikembalikan ke dana tokped tanpa ada notif.. alah jadi kena bunga kan.. zonk parah galagi lagi make ini aplikasi 💨,-1
595,"Begitu masuk, tersedia bayak sekali pilihan produk dan ongkir gratis😍",1
596,nyesel download ini. sering d batalkan setelah pembayaran. klo emg mau d batalkan sblm tf. trs sldo nanggung gtu buat apa?,-1
597,murah dan asyikkk,1
598,"Skrng, klo belanja. ADA BIAYA JASA APLIKASI. dengan biaya 2 ribu. ga guna jga sih buat konsumen. yg ada malah lari ke shope/lajada/bukalapak",-1
599,"Aplikasi Lemot, hp ram 12gb/512gb masih lemit, Biaya adm aplikasi mahal, potongan ongkir sedikit, layanan makin burik",-1
600,Gak usah gabung pakai JNE lah pengiriman lama poll,-1
601,bintang yang bicara,0
602,Baik aplikasi somoga kedepannya seperti ini terus ringan seperti ini ya 🙏,1
603,Promonya tdk seindah dulu,-1
604,"Cukup baik, tampilan aplikasi bagus dan ringan. Hanya saja saat ini sudah tidak bisa menggunakan double promo seperti sebelumnya",0
605,Gila biaya layanan nya 3.000 😳 Mana voucher ongkir nya pelit. Cukup sudah pakai Tokopedia. Ke market place sebelah aja yang masih 1.000,-1
606,Terbaik,1
607,Tokopedia Beri rating aplikasi ini,0
608,aplikasi bagus,1
609,semua lancar,1
610,"Tokopedia tidak adil, masa kesalahan pada pembeli, masa yang tanggung penjual. Pake rating toko diturunkan. Jadi mikir mau masih pake tokopedia ga ya ? Masalahnya jualan dengan toko fisik aja uda ga kepegang, tokopedia cuma buat selingan aja",-1
611,Tidak ada menu gratis ongkir,-1
612,Sangat rekomendasi untuk beli pelatihan PRAKERJA👍 Rekomendasi toko cepat respont dan solusi jika terkendala dalam belanja.,1
613,belajar jadi lebih menyenangkan,1
614,Makasih semoga lancar prakerja saya amin,1
615,"Sekarang kebijakan Gratis Ongkir Tokped gak kayak dulu ih, makin pelit :( kalo sekarang potongannya cuma 20 ribu baik antar kota maupun antar pulau, padahal dulu kalo antar pulau potongannya sampe 40 ribu. Bahkan yg toko Dilayani Tokopedia pun yg katanya potongan bisa maksimal 60 ribu tapi tetap aja potongannya cuma dapet 20 ribu, ga peduli seberapa banyak belanjanya. Kesannya jadi ga bisa milih promo ongkir yg mau dipakai. Jadi males belanja di Tokped kalo kayak gini :(",-1
616,"Apk goblog penipuan ,...percuma ngasih banyak voucher diskon tapi ga bisa di pake selalu gagal padahal belum pernah transaksi,....lebih bagus apk online shop yg lain dari pada Tokopedia jelek",-1
617,"Kalau ngasih gratis ongkir itu ya gratis... Jangan dah make gratis ongkir,masih 18 ribu",0
618,Parah Tokopedia sekarang kena biaya aplikasi dan biaya layanan . Auto UNINSTALL TOKOPEDIA. BYE 👋,-1
619,"Terbantu bgt,,,",1
620,Kenapa bebas ongkir setiap tanggal 25 sampai akhir bulan minimal belanja 20 ribu kok sudah tidak ada ?,0
621,Biaya layanan 1000 jasa aplikasi 2000 buseh,-1
622,Tidak bisa di update,-1
623,Baca dan balas email dari saya bos,0
624,Kecewa dengan kenaikan biaya tambahan sampe 3000,-1
625,"Wow apk ini Membantu ku Mencari Banyak Barang Dan juga Di Tokopedia sangat Lengkap pokok nya. + pelayanan juga nyaman, pokoknya oke lahh😄 👌",1
626,Saya pengguna lama aplikasi ini.. agak kecewa dg aturan free ongkir sekarang di tambah dg biaya layanan ditambah dg aplikasi juga.. mending beli ditoko langsung aja lebih murah..,-1
627,Ketika tanggal 25. Promo WIB kalah sama si oren. Si oren beri gratis ongkir tanpa minimum beli. Di tokped tetap min 50rb. Apalagi tokped sekarang gak bisa gabung voucher cashback dan ongkir. Kalo biaya aplikasi dan proses sama. 2rb.,-1
628,Ko sekarang ga bisa pencet tombol keluar y,-1
629,Tokopedia tolong dong diperbaiki lagi saya mau narik saldo ke rekening gabisa grgr harus masukin pin sdngkn saya lupa pin nya trs minta verifikasi SMS tp no nya udh ga aktif jdi saldo nya gabisa ditarik tolong ya jgn dipersulit gausah lah pake masukin pin segala diperbaiki biar mempermudah jgn dipersulit gini saldo saya jdi ngga bisa di tarik kann,-1
630,terpercaya,1
631,Tokopedia Ribet Untuk Balikin Barang,-1
632,"Biaya Layanan 1000, biaya aplikasi 2000 total 3rb, kecil ya ! tapi elo coba kalikan sejuta konsumen/pembeli ! jadi 3M bro ! luarrr biasa tokopedia..gue suka gaya lo 👏👏👏",-1
633,"Tolong ditinjau ulang rekomendasi kurir SI CEPOT yang rating nya cuma bintang 1 di play store, pelayanan nya buruk dan lemot update, apalagi pick up jangan harap, kasihan seller yang gercep terhambat kurir rekomendasi Tokopedia",-1
634,"Saya kecewa .Saya udah 2 tahun ini pake Tokopedia karna jasa kirim yang ok .... tp semenjak abis covid jasa pengiriman dr si cepat selalu di terus kan ke jne , sehingga memakan waktu yg lama untuk sampai .... Saya kembali aktif belanja di shopee karna jasa kirim jnt lebih baik saat ini ,.... Saya belanja di tokopedia menggunakan gratis ongkir dgn sicepat sampe ke kalimantan tempat saya perlu 5 sampai 9 hari . Jika di shopee 2-4 hari .",-1
635,Makin ngga enak....gratis ongkir jadi jarang dan sekarang susah dapat diskon 🤨,-1
636,"Aplikasi Berat, Belum Lagi Kalau Mau Pakai Fitur Ini Dan Itu, Download Dulu Dan Itu Ga Berhasil Pasti Gagal Dan Coba Lagi. 👎🏻",-1
637,Tokpedia sekarang pengiriman nya suka nyasar.. Kurirnya juga suka ngembaliin paket.. Paket gk sampe²,-1
638,"Ok transaksi nya mudah, tapi estimasi barang di terima terlalu lama sampai seminggu lebih, padahal sudah pakai reguler, jadi kalok mau belanja di tokopedia saya akan berfikir lagi 1000 kali..",-1
639,Ubah alamat pengiriman saja tidak bisa. Makin kesini tokopedia kenapa jadi susah dan ribet.,-1
640,Menu ceria bri diadain donk,1
641,lain kali kasi murah,0
642,Aplikasi Terbaru TokoPedia Semakin Mantap.,1
643,Tokopedia sekarang sudah nggk ada promo wib ya masa sudah 2 bulan di tanggal 25 masih harus minimal 50 ribu untuk dapat gratis ongkir,-1
644,Dulu enak banget pakek toped karena ongkir murah plus banyak promo dan cashback tapi sekarang ongkir mahal bnyak biaya tambahan dan nyeseknya lgi kupon promo tidak bisa di gabung dengan gratis ongkir. Sangat mengecewakan pelayanan sekarang,-1
645,Saldo keuntungan reksadana dana kok tidak berubah udah 4 hari masih sama tolong di perbaiki,-1
646,Tokopedia kenapa sekarang potongan ongkirnya cuma 20k..😭 padahal dulu belanja diatas 50k bisa dpt potongan ongkir 40k.. Please kembalikan tokped yg dulu.. 🙏,-1
647,Sekarang Tokopedia ribet di biaya layanan. Sistem bayar dengan BSI kapan aktif kembali?,-1
648,Bisa belanja sepuasnya dan tokopedia appnya lebih baik kedepannya,1
649,"sumpah demi apapun asuransi Tokopedia gak guna, pergantian ongkir retur dari tgl 18 sampai sekarang blm masuk2, jadi percuma pakai asuransi, maish mending aplikasi shopee retur barang gak keluar duit lagi buat bayar ongkos kirim",-1
650,"Hampir tidak ada Sistem COD ,saya terbiasa cod dan sdikit repot klo tdak ada cod🤦 padahal di toko Laz sebelah 95% bisa cod masukan saja , dengar keluhan pelanggan agar tidak pindah toko karna jujur toko sebelah lebih gampang ,gak ribet dan pasti lbih murah",-1
651,"Sekarang udah ada 2 bln lebih gak pernah belanja lagi pkai tokped, ongkirnya jadi mahal, itu pengaruh sekali, padahal udah bertahun2 gak pernah pakai apps lain kalo mau belanja, karna ongkir mahal, jadinya saya lari ke S***e lebih murah ongkirnya, sayang banget padahal banyak toko langganan di tokped",-1
652,Semakin Di Update.Voucer Semakin Tidak Bisa Di Gunakan......Payah,-1
653,Mudah dan gampang operasinya,1
654,"Ongkos kirim sangat mahal dan tidak 100 persen, ada kelebihan ongkos kirimnya. Auto pindah ke marketplace lain yang menawarkan gratis ongkos kirim 100 persen",-1
655,Aplikasi sudah ok tapi kesininya ko sering eror ya,-1
656,"Lelet amat, buka pesan lama, buka gambar di pesan gagal Mulu, jelek",-1
657,bgus,1
658,baik sekali,1
659,bagus,1
660,kerenn buat pengguna baru dapat flas sale 1000 rupiah,1
661,Belum pernah belanja di aplikasi ini,0
662,bintang yg bicara baik,1
663,"sangat bagus, bermanfaat untuk saya 👍👍",1
664,aplikasi mudah tapi saran nya ketika ada promo cashback dan gratis ongkir bisa pilih 2 promo.,1
665,baik,1
666,semoga bermanfaat,1
667,"Pokoknya bagus banget semua kebutuhan lengkap banget ada diskonnya menarik. nyampe barang nya juga nggak lama,terus membayaran nya aman.. pokoknya Tokopedia terthebest banget",1
668,Tololpedia loading pilih metode pembayaran aja seabad Byk bgt yg hrus loading lama,-1
669,harusnya khusus gopay ada diskon,0
670,Mantap transaksi aman,1
671,"Apk gak berguna,banyak iklan,mahal murah toko sebelah,pengiriman lama",-1
672,Verifikasi pembayaran susah..ga jlas..ga kayak toko online sebelah,-1
673,sangat bagus dan memuaskan sekali pokoknya,1
674,"Lama kali pengirimannya, jngan kerja sama lagi sama sicepat, barang saya ilang di buatnyaaa........ gak sukaaa tot",-1
675,sangat membantu,1
676,Sy pakai aplikasi ini kurleb dari thn 2017... Dulu cashbacknya gede²an...skrg mah malah melempem...ditambah gratis ongkir ga bisa dipakai sama kupon yg lain...aplikasi lain makin maju...tokped malah makin mundur karena ada jasa aplikasi dan layanan... Gmn nih tokped? Masa sama member lama malah dibebankan tambahan biaya jasa aplikasi dan layanan? Pernah nanya lewat chat di customer care perihal ini....tp gada jawaban yg memuaskan.... Mohon tanggapannya,-1
677,Sekarang tdk ada bebas ongkur 0 kayak dulu,-1
678,Makin beban 🥲,-1
679,"Dulu bagus sekarang aplikasi toko pedia jadi kaya kurang duit deh , belanja jadi ada dua biaya tambahan biaya aplikasi dan jasa. sekalian aja ubah jadi toko berbayar setiap bulan.🤭🤭",-1
680,pelayanan yang bagus,1
681,baik dan bagus,1
682,"Katanya 1k tapi 20k cuakss,juga buat aku malu katanya 1k ternyata 20k lebih maksimal nya, mending di uninstall aja huuuuuuu",-1
683,Bagus banget aplikasi nya,1
684,sangat membantu,1
685,"baguss, terus tingkatkan pelayanan Adain donasi terus biar rakyat Indonesia makin gemar bersedekah amiinn 🤲",1
686,sangat Kren blanja Dsni mudah,1
687,Baru kali ini saya tidak bisa gunakan tokopedia pin saya eror,-1
688,"Tidak adanya fitur chat antara seller&driver jika memakai pengiriman instan,sehingga driver sulit menemukan toko jika alamatnya kurang lengkap,akibatnya saya harus menunggu lama karena berganti drivernya beberapa kali.",-1
689,semoga semakin banyak bonusnya,1
690,mantap banget,1
691,"Aduhh kok jadi mahal bgt tokped, belanja ditambah biaya layanan & aplikasi. Padahal aplikasi sudah cukup sempurna & tidak ada perubahan jg. Trus promonya cuma bebas ongkir doang, gak bisa pake promo lain lg. Padahal bebas ongkir sudah dipotong dr penjual/seller..",-1
692,yang terbaik,1
693,"Sangat buruk.tidak bisa download padahal memori masih blom penuh.dan kuota juga bnyk ,jaringan lancar sinyal bagus tpi tetap saja tidak bisa download.aneh",-1
694,Aplikasi gak jelas gopatner saya jadi anyep padahal saya sering banget pakai toko pedia,-1
695,"Benerin sistem keamanan,bnyak hacker merajalela",0
696,kebanyakan notifikasi. spam. pdahal saya cuma cari sesuatu aja atau utk cek harga. tp begitu keluar apk dan sdh ga di gunakan muncul notif terus menawarkan barang. memang bagus sih. bagian dr marketing tp terlalu banyak. terpaksa saya non aktifkan notif. bintang 3 saja.,-1
697,masih mending aplikasi oren...,0
698,ngebantu akhir bulan🤭😛,1
699,Mau Narik uang hasil Jual barang di Toko INI ribet nya minta AMPUN... mana uang sendiri Di tahan harus nunggu 2x 24 jam.... Payah kapok Jualan di aplikasi INI... Uang nya gx bisa Langsung Di Tarik...,-1
700,"Sungguh amat mengecewakan! Pengembalian dana yang dilakukan lambat, pelayanan di pusat resolusi pun bertele-tele. Jika saya tahu akan sesusah ini, saya tidak akan melakukan transaksi di aplikasi ini. Not worth it! Dengan pengalaman mereka handle masalah ini, saya rasa saya akan berhenti menggunakan aplikasi ini untuk berbelanja maupun pembayaran tagihan bulanan saya. Masih banyak aplikasi lain dengan pelayanan customer service yang lebih baik dan ketentuan yang tidak menyusahkan konsumen.",-1
701,"Parah sih.. sekarang promo cashback tidak bisa di pakai bareng gratis ongkir, biaya jasa aplikasi makin naek",-1
702,sangat membantu dalam proses pembelian,1
703,ok lah,0
704,terimakasih Tokopedia,1
705,Lihat foto di review lemot nya buseeeeet padahal wifi 100 mbps,-1
706,"payah,pengirimannya paling lama",-1
707,"kalo bisa hapus saja pengiriman gratis ongkir sicepat! gratis ongkir tapi dikasi sicepat halu, lelet kek siput 🤬",-1
708,"Sudah sangat jarang ada voucher gratis ongkir, banyak biaya tambahan",-1
709,"Saya sebagai penjual dan pembeli di 1 market place Tokopedia sangat sangat sangat kecewa dgn kebijakan CEO dan menejemen marketing nya sekarang. Produk² yg seharusnya bisa dibeli dgn gratis ongkir dan cod serta chesbeck, ternyata tidak bisa. Penjualan nyungsep ke jurang, pembeli / buyer pindah ke market lain. Tokopedia hanya mementingkan pihaknya. Jika ini tidak segera diperbaiki, saya jamin sesegera mungkin Tokopedia rungkad dari persaingan icomers digital.",-1
710,Mw pembayaran kenapa loading lama bangetttt,-1
711,Cukup baik,1
712,mantul,1
713,membantu,1
714,"Biaya layanan 1000 biaya aplikasi 2000 setiap kali transaksi.. kalau mau gratis onkir juga harus langganan , biayanya 6 bulan bayar 180.000 ..😩",-1
715,mantap cepat,1
716,"Sekarang tokopedia udah berubah, bukannya hemat malah tambah mahal, dari voucher cuman bisa gratis ongkir untuk voucher cashback dan diskon harus bayar member. Pas checkout ada tambahan biaya pula",-1
717,"Pengiriman nya lama, untuk jasa kirim nya dan status pengiriman juga gak selalu abdet.",-1
718,"Mengapa harus ada jasa layanan dan jasa aplikasi lagi, yang lumayan besar buat kita. Tolong diturunkan biaya tersebut atau dihapus. Padahal sudah langganan plus jadi terkesan percuma.",-1
719,Pelayanan jelek. pengiriman di kurir superr lamaa bgt. padahal dari penjual langsung d kirim. udh 2x pengiriman lewat ESTIMASI keceewaaaaaaa,-1
720,Penipuan bnyk disini,-1
721,Aplikasi tidak direkomendasikan karena banyak sekali kegagalan dalam sistem transaksi dan stok produk. Banyak sekali seller fake. Dan sulit untuk mengajukan klaim garansi serta return.,-1
722,Cukup membantu,1
723,"jadi ngga guna follow akun pelapak ketimbun sama feed isinya video rekomendasi yg ngga sesuai minat sama ads, makin ngga nyaman",-1
724,"Anda ada bintang 0, bakal saya kasoh deh 0 besar! Gila ya, aplikasi tokopedia, bukannya sdh join tokped sm gojek?? Kok bisa bayar tokped pakai gopay kena biaya admin 2000! Kalah sama rentenir pasar! Udah mau anjlok ya sahamnya?! Ndelosor, sukurin, rasain deh.",-1
725,"Terakhir belakangan ini sangat"" Kecewa dgn promo gratis ongkir nya toped ini, biasanya ad gratis ongkir belanja 10 rb, kita byr nya hnya 10 gk da tmbhn ini itu, skrg ini sdh tak ada lg, menjadi blnj 20 gratis ongkir, hny byr 20 rb gk pke nmbh byr, pesnn lansung proses, skrg ad tmbhn ongkir, biaya aplikasi, gitu banyak, krn sy klau blnja srg toko yg sama sebelumnya, terakhir sekarang ni saya jadi gak mau lgi belanja di toped ini sprti biasanya, gratis ongkir nya hnya berlaku utk kota tmpt kita,",-1
726,oelah,0
727,"nomer hp rusak, mau ganti no ribet amat..., unistal aja lah..., ga mau ribet. Bahaya nih aplikasi model gini, jangan sampe punya saldo banyak di aplikasi kaya gini, nomer hp berubah/ saldo hilang...",-1
728,mantaf,1
729,Dana refound mlence lama.. Pesanan pgl 14 dan gagal tgl 25 belum ada dana refound,-1
730,aplikasi nya tidak bisa di download,-1
731,"banyak sekali yg perlu di bayar, dulu hanya biaya layanan saja, sekarang nambah biaya jasa aplikasi🥲",-1
732,Produk terlalu mahal,-1
