,Original,Summary,Sentiment
301,"Unbelievable how a leading company can not fix basic issues in an app or on a site. when you open pictures sent to you on web browser there is no way to close them (no X shown). 
Keyboard comes up during call and can not hang up or put someone on speaker. Really hard to get back to the call clicking red top when you are in a call and do something on your phone. 

These are really small issues but for regular users you should focus on fixing it.",These are really small issues but for regular users you should focus on fixing it.,-1
302,"He app just keeps getting worse. Every other post is an advertisement. Advertisements can be blocked but they keep popping after being blocked. They should change the app name to Advertisementbook because that’s all it is. There’s no way to disable ads. App is completely unusable due to all the ads.

New update brought more useless crap no one asked for. Now there’s suggested pages you can not remove. Block the page and it still shows the suggestion. The least they could do is make it so you can remove these useless features, but that would make sense.",Every other post is an advertisement.,-1
303,In effort to keep track in marketing I’m requesting that we can see who shares our posts as of yet I cannot see who post and offer gratitude to the consumer for its support.,In effort to keep track in marketing I’m requesting that we can see who shares our posts as of yet I cannot see who post and offer gratitude to the consumer for its support.,-1
304,"This app is absolute garbage on the ipad. The videos in “watch” are always in “dark mode” and you cant see what you type to comment. Also the videos automatically go into full screen mode if you move the ipad. I cannot find any way to adjust these if they are settings within the ipad app. I can see how to turn off “dark mode” on the web page…but not the ipad app. And it doesnt seem to carry over from one to the other. The videos going into full screen just by moving the ipad is incredibly annoying.

How about making an update that fixes real issues rather trying to find ways to get more data out of us to sell!!!",The videos going into full screen just by moving the ipad is incredibly annoying.,-1
305,"This platform and other social media platforms are a true cancer to society, more people would be better off without using social media. Tell the real people in your life to take your number like the old days, and if they don’t, leave them in the past. ALSO, FACEBOOK IS TRYING TO MAKE IT MORE DIFFICULT TO DELETE YOUR ACCOUNT, THIS CAN NO LONGER BE DONE IN THE MOBILE BROWSER. SCREW YOU, FACEBOOK. I hope this company fails and dies off, along with all the other social media platforms that use your time and attention against you, then sell it to advertisers. There’s a reason these companies make so much money while being free, YOU , THE CONSUMER, ARE THE PRODUCT.","There’s a reason these companies make so much money while being free, YOU , THE CONSUMER, ARE THE PRODUCT.",-1
306,I cannot count the amount of times Facebook has LISTENED IN ON MY PHONE CALLS or just verbal conversations with people face to face and suddenly advertisement appears for that very particular item that I ONLY talked about. QUIT INVADING PEOPLES PRIVACY FACEBOOK!! NONE OF YOUR BUSINESS!! Once my daughter verbally asked me if we could by a raspberry and cream type body wash and wouldn’t you know… advertising for it pops up or I call my mom today and she says “I’d like chicken salad sandwiches for lunch on Sunday” and advertisement for it shows up. This is such an invasion of privacy!!! How is this legal?!,This is such an invasion of privacy!!!,-1
307,I have been apart of your app since the beginning and I went to jail for two years and now that I got out you won’t let me back into it I used my Identification and everything I had people look it up and it’s no longer available how can I remedy this I had all my paintings and pictures of loved ones no longer here  the profile name( Wakiyan Ahotonpi) help me,I have been apart of your app since the beginning and I went to jail for two years and now that I got out you won’t let me back into it I used my Identification and everything I had people look it up and it’s no longer available how can I remedy this I had all my paintings and pictures of loved ones no longer here  the profile name( Wakiyan Ahotonpi) help me,-1
308,"For all the good Meta does in keeping us connected your company, your leadership and enablers have hooked users to over sharing and over exposure. In so doing this corporation parasitically intentionally feeds on our unconscious insecurities and shadow via algorithms. This leads to profound suffering and loss of intimate connections. This has been my experience. I believe there deserves to be a class action lawsuit to hold Facebook/Meta and it’s leadership accountability for the incredible political, societal and individual harm their endless selfish greedy quest for power through data manipulation has wrought.",In so doing this corporation parasitically intentionally feeds on our unconscious insecurities and shadow via algorithms.,-1
309,"Lately I have been reading posts and want to comment, I’m getting a lot of where I would comment it is blackened out.  I uninstalled and reinstalled, does nothing, called Apple but they believe it is a FB problem.

I have contacted FB or help have not received an answer.  It has been a couple of days.  It doesn’t happen on all posts.  Can you find out what is happening and FIX the problem.  I can’t comment on a marching band with having the comment blackened.

I’m angry.  Please find out.  Extremely annoying.  Thank you","I uninstalled and reinstalled, does nothing, called Apple but they believe it is a FB problem.",-1
310,"Currently I have bill money waiting to finish transferring to me. It’s stuck in the payments portion of the app. I sent a request to another person, they answered request by sending me the money I requested and it’s been sitting in a pending status since being sent. I’ve deleted Facebook app, reinstalled, restarted my phone and on my end the Facebook app shuts down when I try to open the payments section of the app.
Meanwhile the utility that the money was intended to pay has been disconnected. This should not be happening. If you provide a service you should make sure it works! Please fix this so I can pay bill and reinstate my utility service!",Meanwhile the utility that the money was intended to pay has been disconnected.,-1
311,This isn’t a complaint I’m just confused about if I somehow got taken out of my group by face book or if the admins deleted the group anything from the group has disappeared from my for you page and I can’t find the same group when I look it up all I’m asking is for help and by the way it’s a sims 4 group I’ve posted on.,This isn’t a complaint I’m just confused about if I somehow got taken out of my group by face book or if the admins deleted the group anything from the group has disappeared from my for you page and I can’t find the same group when I look it up all I’m asking is for help and by the way it’s a sims 4 group I’ve posted on.,-1
312,"I’m very disappointed in Facebook and the lack of communication and help that they give when you have issues. My account was hacked and they changed my password. Then they removed my phone number, changed the email, and are now trying to get access to my money. I’ve been searching for days trying to get in contact with someone to help me as the ‘help’ pages they have are completely useless for me. I’ve emailed them, and I thought I found the number for them but the person wanted me to transfer more then $2,000 of bitcoin. I’m extremely frustrated and angry. I have lots of memories on my account from my father who passed away and my uncle who also passed away. Now I will never be able to access them and the priceless memories.","Then they removed my phone number, changed the email, and are now trying to get access to my money.",-1
313,"As your scrolling the screen will randomly go black and then you can’t scroll back up so whatever you may have caught a glimpse of is now gone. It’s getting annoying. I’m sending this again because it is still doing this. I basically keep Facebook for Marketplace.  

It’s not the phone, or Verizon, because it was doing the same thing with my other phone and carrier.","It’s not the phone, or Verizon, because it was doing the same thing with my other phone and carrier.",-1
314,Don’t get this app because it’s the devil and they steal your information and everything. They sell you and your information out to third parties with your knowledge or anything. I will be deleting this app off of my phone. Apple should remove Facebook from there App Store and this is a crappy app and it keeps blocking your for seeing your friends movies to see if you go any movies in common to watch.,They sell you and your information out to third parties with your knowledge or anything.,-1
315,"The notifications for this app are wack. You can’t get push notifications for certain things, and then the ones you can, they don’t come through anyway. The market place feature changes every time I open this app. So many glitches. It seems like they took every possible annoyance and put them into one app.",The market place feature changes every time I open this app.,-1
316,"Literally the only reason I keep Facebook is for marketplace. I both buy and sell items regularly, but the marketplace section keeps getting worse and worse. I can’t just look through local listings. I have to specifically search items. They don’t stay within area parameters. I see the same “promoted” items over and over and can’t even access newly listed anymore. Even listing has become so complicated and always puts my items automatically in the wrong category and repeatedly tries to convince me to use the shipping option. Not to mention having to renew listings every week. So over it.",I can’t just look through local listings.,-1
317,"Prepare to get censored if the algorithm doesn’t like what you have to say. It has an active system that filters out your comment and makes it invisible. Pathetic social media platform. Also, you can’t share your favorite music as a post. It marks it as “copyrighted.” It’s not breaking copyright laws if you’re just sharing with family and friends. Facebook seriously needs to do better.",It has an active system that filters out your comment and makes it invisible.,-1
318,I have password and I can enter the Facebook website from the safari But I can’t enter from Facebook app and said unexpected error occurred,I have password and I can enter the Facebook website from the safari But I can’t enter from Facebook app and said unexpected error occurred,-1
319,"I think it’s time for Facebook to have a phone number to get help with any problems or questions that anyone might have.  I’ve been very frustrated not knowing how to get help for various things and that includes the theft of a profile photo, fake account that is scamming people!  Facebook should have some kind of support for these kinds of issues!  Identify theft is a huge problem!",Facebook should have some kind of support for these kinds of issues!,-1
320,"This app went from bad to just flat out garbage! It’s not even a social media app anymore, its an app for ads…It’s seriously just one add after another. And after every 10+ ads, theres a memory of a random person from 8 years ago that I don’t even follow. You even have ads that my friends liked as ads. Its clear that this app is quickly becoming irrelevant.",You even have ads that my friends liked as ads.,-1
321,I was able to pin a post of mine in my personal account just last wk. I wanted to switch it to something else & now it isn’t working! When I google to figure out why it tells me you can’t pin on your personal accounts. Only business. Idk how old that recourse is online but it’s wrong… because I just pinned something last wk. all I wanted to do was pin a different post & now that option is not available. Fix this asap,all I wanted to do was pin a different post & now that option is not available.,-1
322,I have been using this app for years but it has never been this bad! I understand the ads and all the diff ways you can make your money without charging the users and I appreciate it. But I can’t click on a reel now!!! If I have a reel in my feed and I click on it something completely different plays in full screen. I’ve attempted to exit the reel/ app several times and it still won’t play what’s in the newsfeed when you select it,But I can’t click on a reel now!!!,-1
323,"I feel sorry only for the people who have to work for this crappy company and especially the devs who have to make the apps for said crappy company. The higher ups ruined your app, guys. Not the developers. The developers are just doing what the higher ups pay them for, which is so out of touch with what people actually want/need, and that is why the app gets worse and worse each update. Remember to place the blame on stupid and greedy CEOs, stupid and greedy shareholders, and the other positions that are a part of the wide-spread problem of profits over people.","Remember to place the blame on stupid and greedy CEOs, stupid and greedy shareholders, and the other positions that are a part of the wide-spread problem of profits over people.",-1
324,"I’ve been very disappointed with the Facebook App lately ( the past few years ). I’ve had and used the app for a very long time. About 4 years ago I became a reseller of vintage items antique items and jewelry… so of course I wanted to try to sell on Facebook Market Place. It was going good at first but then I noticed my listings were messing up on their own. That’s when most of the problems I have with the Facebook App started. Market Place takes a percentage of our sales when an item is shipped, so for there to be SO many issues with this App is utterly ridiculous. 
I’m very disappointed. I reach out to customer support a lot and there’s usually no response or they just say they’ll look into it… which nothing changes and nothing is fixed - the problems are still there. I just have to take it that no one did anything about the issues I’ve been reporting.
I can’t even put the information in my listings to make sure potential customers can find my listings through the search option! 
I really wish Facebook would take care of their Marketplace better - they are making a lot of money off of us resellers so I know they have the man power or at the very least they could hire the man power to do so.",That’s when most of the problems I have with the Facebook App started.,-1
325,My account was disabled no reason and no explanation. I was asked for identification for birth certificate or social number or driver license. I follow instruction I choose to send my birth certificate then it is not working no call contact Facebook tech support at all. I was disabled twice in week row. I just got fb account back two days ago then yesterday’s it is disabled I am upset !!,I was disabled twice in week row.,-1
326,"I had my Facebook account for 13 years recently I’ve been hacked I went threw all the steps on there website there is no number I can call or anything so now my personal messages and photos are in the hands of a stranger who changed my email, password and phone number off of the account 

I see this is a common issue with others I will no longer be using Facebook if they can’t come up with a solution","I had my Facebook account for 13 years recently I’ve been hacked I went threw all the steps on there website there is no number I can call or anything so now my personal messages and photos are in the hands of a stranger who changed my email, password and phone number off of the account 

I see this is a common issue with others I will no longer be using Facebook if they can’t come up with a solution",-1
327,please. i beg. i need the dark mode. the bright white makes my whole head hurt. i'm begging. i'll do anything. why did my dark mode turn off and it just doesn't exist to turn back on. please facebook please,i beg.,0
328,I’m tired off all the ads I can’t even hardly see what my family and friends are posting cause of all the ads it never used too be like that it’s gotten really bad the past two weeks is there any way you could fix this please and thank you so much,I’m tired off all the ads I can’t even hardly see what my family and friends are posting cause of all the ads it never used too be like that it’s gotten really bad the past two weeks is there any way you could fix this please and thank you so much,0
329,"There’s constantly changes being made that just aren’t helpful in any way. For example, removing the dark mode option in the app on iphone. I still find myself using this app every so often but the unnecessary changes make it a bit unbearable to use sometimes.","For example, removing the dark mode option in the app on iphone.",-1
330,"Update after update, they ‘fix crashes’. Clearly they have no idea what is happening outside of their little development bubble. This app crashes constantly, particularly in Marketplace. And on my iPhone as well. I have to use the web browser to search for and evaluate items for sale. If there were ANY alternative I would use it. Unfortunately there just doesn’t appear to be.","This app crashes constantly, particularly in Marketplace.",-1
331,I’ve had several events I’ve wanted to create and have had pretty much no luck unless I’ve been able to access a desktop. And let’s be honest hardly anyone has one anymore! My app is up to date and yet I can’t get anything to work. So once I find a better solution than using this app I’m out!,My app is up to date and yet I can’t get anything to work.,-1
332,"My Facebook account was hacked into and taken over by someone else and sadly I can’t do anything about it. I had to create another account. The problem is that someone is using my Facebook page to advertise tons of items for sale and people think it’s me. I received an email message a few days ago that my password was changed from someone In Oklahoma. I have not been able to get it back because all the steps to reclaim my account involves providing info. that this person changed… including my password, phone number, and email address. This is identity theft. My guess is that all these goods he is supposedly selling is only to get some money in advance.  I’m in South Carolina but was hacked from someone in Oklahoma. The problem is that it’s all under my name so many people think it’s me. I cannot even post anything on my own Facebook page with the exception of responding to what someone else may post; but I cannot comment on anything he post. This is ridiculous. There should be some way of getting my Facebook account back. This is identity fraud!!",I have not been able to get it back because all the steps to reclaim my account involves providing info.,-1
333,"Facebook is tanking. They refuse to fix their algorithms, I’m constantly getting a restriction for no reason at all causing all my posts to get lowered in timelines, every time you click and scroll there’s another ad. Meta is squeezing every ounce of money out of Facebook that they can. Soon Facebook will be a wasteland of ads just like what MySpace turned into. If I could give 0 stars I would",Meta is squeezing every ounce of money out of Facebook that they can.,-1
334,"I love using Facebook marketplace and have bought and sold many things on there but now there’s so many scams and fake users trying to contact via marketplace and they’re getting more and more clever, trying to have a full conversation with you etc. please add more security and detection so this great feature can be more usable.",please add more security and detection so this great feature can be more usable.,-1
335,Why can’t the scammer accounts get BANNED🤬🤬🤬🤬 They FLOOD the comment section of every trending post with their false video links and advertisements just to steal information… can Facebook not shut down accounts who get reported at least 3 times for scamming?! They’re in the messages too… trying to get information and whatnot. This needs to be stopped. They’re TAKING OVER and soon the app will be filled with bots and hackers.,They’re TAKING OVER and soon the app will be filled with bots and hackers.,-1
336,"Sike, mf. I’ve been banned at least twice for objectively stating historical facts that contradicted racially motivated conspiracy theories, I was informed that this had fallen under “hate speech” despite my lack of ad-hominem or otherwise “hateful” attacks. I was also informed that multiple accounts weren’t in any violation despite calling me a “white cave dweller” instead of debating their perspective of the history in question. The execs and oversight in this company should be beaten in public.",The execs and oversight in this company should be beaten in public.,-1
337,Everything I look at says it’s under preferences in settings but I can’t see it at all,Everything I look at says it’s under preferences in settings but I can’t see it at all,-1
338,"My Facebook account has been hacked. The hacker has changed my account Email, number, and took my phone number off the account. I am completely locked out of my account and the hacker has used my profile to ask my fb friends for money and to take over their profiles as well. I’ve tried for 4 days now to get help from facebook as this situation Is destroying my life and Facebook has no customer support number and every option Facebook gives me to try and recover my account. Requires access to my Facebook account email and linked phone number. Both of which the hacker has changed. This is destroying my life and facebook doesn’t even have a customer service number. Facebook is so unhelpful that it’s disgusting. I am so disappointed and angry with the lack of help they are willing to provide to their customers",Both of which the hacker has changed.,-1
339,"Listen, this is the best social media app out there in my opinion. I love how the reels are like tiktok. Heck, even some tiktoks are seen. Bug here's the problem: there's no way to make a duet. Every time I try to find a way to duet a reel, I just can't find out how. I'm starting to think it's impossible. If it is, I would absolutely appreciate it if you added a duet button in the options. 🙂",I'm starting to think it's impossible.,1
340,Someone blocked me in messenger and i have deleted the conversation..Is there is any way so that i could see all those deleted conversations??,?,-1
341,"I wasn’t receiving post notifications on my timeline so I made the mistake of updating FB on my iPad. Now, I still don’t get my notifications but I also can’t post pictures in an original post. I can select a photo but the “done” button is missing so I can’t post using the app. I can still post photos from my iPhone. (That didn’t update yet.) Please fix these issues. ETA: DO NOT D’LOAD this app! Lately, after every update, I’ve had even more bugs and issues! FB made it harder to report issues, but, that doesn’t even matter any more because they don’t respond! No one in the company seems to care anymore.
And one more thing: They allow accounts that impersonate servicemen.  These accounts are almost always pretending to be Generals. They use their accounts to try and scam women. I’ve reported them but they refuse to remove these predators. FB seemingly, doesn’t care about safety, only their bottom line.","Now, I still don’t get my notifications but I also can’t post pictures in an original post.",-1
342,"My account almost 10 years now was deactivated because I wanted a break from the internet, it’s linked to my tiktok now i cant even login permanently. First they claim they need a picture of my id, I sent it . My old id from years ago, they claim im not the same person . Then they DELETED MY ACCOUNT. Can you believe that?! They claim my doesn’t meet standards. How can i meet standards with no access!? Why ask for my id pointlessly without that being able to resolve the issue? All my friends & family  memories lost , over this foolish app. I hope this happens to no one else . Due to undue processing as well as the immense issues , you get the lowest rating possible","Due to undue processing as well as the immense issues , you get the lowest rating possible",-1
343,"I stopped updating all of my apps automatically, only chose some necessary apps to update them when I feel like it’s time
Updated FB today and I have to come up here to comment about how “downdate” it was 
👎 If I scroll down to read a comment, click on a name to see their info and when I click back, it scroll back to the top by itself. So now if I want to keep reading those comments, I have to scroll down again 
👎 the text line’s space is super narrow, like what??? You had all those space and you chose to be that way???
👎 received a notification about your lawsuit today too
👎 ugly design for all of those boxes and lines for comments
So baddd 😖","So now if I want to keep reading those comments, I have to scroll down again 
👎 the text line’s space is super narrow, like what???",-1
344,Facebook isn’t even doing what it was created for. It’s a joke and all ads! You could at least cut back on the ads so we can see our family and friends. That’s what we are wanting to connect with. I have over 400 friends and only see two or three of my peoples post. It’s ridiculous it’s all ads. Guard I’ll have to find another platform to connect with people.,That’s what we are wanting to connect with.,-1
345,"My account has been recently hacked by an unknown device in Chicago. For the love of god, please have someone help me. I haven’t noticed when I was initially kicked out because I thought I was in a bad spot with no internet access. Next thing I notice I check my email and it tells me my number and email was removed for some random hotmail email. How does this even happen. The app should have known it wasn’t me because I’ve never been to Chicago a day in my life nor does my profile reflect wanting to go there. I’m in process of getting it reversed but I’m concerned about how this happened, why it happened, and where this leaves me? What if this person does something disturbing or disgusting on my profile? Please help!!!",What if this person does something disturbing or disgusting on my profile?,-1
346,"I’ve had Facebook since it was “the Facebook” and it only gone downhill year by year. For starters one day I was logging in to check on friends only to see on “Facebook live” some white supremecist 
Gunning down women and children in a mosque as entertainment. I’m still disturbed and will never un see all those innocent souls being murdered just for existing….

2. You sold our data to third party companies without or consent, and with our knowing how it be used. Which was used to create A.I models of our person to be better ad targeted and manipulated.  

3. Relentless overly personal AD targeting.  
My penis works just fine and it’s none of business, I don’t have any mental illness, my teeth are fine, and no I don’t need any form of male enhancements. I have to see at least 5 of these per 2-3 friends posts.  

4. Myanmar

5. What you did with left vs right.  

6. You sold out in every way possible and you l try to act like it’s all ok. 

Mark Zuckerberg, you literally have done more damage to peoples cognitive minds than anything else I’ve ever seen and you’re genuinely a horrible human being… you’re the example of how money is the root of all evil. 

Zero stars if I could….Death to Facebook..",I’m still disturbed and will never un see all those innocent souls being murdered just for existing….,-1
347,"Not sure why, but this app doesn’t function well on iPad for those that want to create. No search, can’t look at trending sounds while trying to create. Thought it would be easier since I can actually see what I’m doing. Nope, not today.","No search, can’t look at trending sounds while trying to create.",-1
348,"i just got a new phone. when i transferred everything, i opened facebook and it won’t let me turn on dark mode. i’ve tried google, asking people, i looked under every single setting option and got nothing. the white is so bright. please help me",the white is so bright.,-1
349,"I tried to establish a business s account to advertise. The first attempt, it restricts my account from advertising for no known reason. I tried to appeal without success, likely cause of their poor algorithm or AI capability to verify me. Next attempt, I deleted all accounts and started from scratch with the same results. I even used my passport, but it failed the verification. The worst part, there is no one to reach out to in order to resolve, no email, no phone, no chat.  Don’t waste your time with this company. Sadly, TikTok was easier.","I even used my passport, but it failed the verification.",-1
350,"I deactivated my account because I didn’t want to lose my mind earlier, found out from a friend that it SOMEHOW JUST CAME BACK. I also had recovery codes on I guess. Now, I can’t get into the perfect setting to deactivate my account again, because of a few things. I’m on iPhone. Safari doesn’t give a crap about desktop mode. I can’t log in anywhere else because of said recovery codes. AND YOU GOT RID OF THE DEACTIVATE BUTTON FOR THE META ACCOUNT CENTER WHICH IS WORTHLESS. THANK YOU FOR YOUR TIME THANKS FOR YOUR SERVICE","Now, I can’t get into the perfect setting to deactivate my account again, because of a few things.",-1
351,This app can not be updated on iPads. Can’t play the same games affiliated with this app that I can play on my androids. There are so many things that are different. Can someone fix it to where it’s the same on Apple and androids,There are so many things that are different.,-1
352,"I dislike Facebook generally for a number of reason. This is a review of Marketplace though and how it allows sellers to easily take advantage of buyers with no recourse. I can’t, for instance leave a review for a bad or faulty produce without requesting the option to review the seller. In my case, it was clear after the fact that the seller was taking advantage of the fact that I wouldn’t be able to fully verify the function of the item I purchased until I got home. I paid 125 for a set of headphones that looked ok until I got home and started noticing problems that weren’t apparent when paring and giving a brief listen. This isn’t the only kind of problem you can run into though. We should be able to review an item at the time of purchase.",We should be able to review an item at the time of purchase.,-1
353,"I appreciate the efforts Facebook makes to provide people with a platform to express themselves and visit friends. That said, I have had to remove the app off and reinstall again, hoping to lose the hackers. My choice of language is English but French is someone else’s. I do not open these people. I have purchased a more expensive phone in hopes my security is sufficient to deter them. I especially Marketplace. Yes, I have checked my profile time and again to be sure that I have English  correctly marked. Thank you and I’m reinstalling the app again.","Yes, I have checked my profile time and again to be sure that I have English  correctly marked.",0
354,"Hey! How’s it going? I hope you’re doing well. Listen, I have a little problem: I am not getting my notifications. I have checked my phone settings, on the app settings, and I even lit up a candle to Jesus Himself, and nothing happened; I knew it. God had died. Lol.
I even deleted the app and uploaded it multiple times, and nothing. Can you help out? I need this to work. I think of you as my dealer, and Facebook notifications are the drugs I've chosen to snort until the end of days. Or until I get into the Metaverse.
Ciao.",How’s it going?,-1
355,"Anyone ever tried to utilize their support? It is a vacuum of logic & intelligence. Absolutely a cycle of ineptitude & broken links. They make it impossible to get actual assistance. If you call their support line you get referred to online links. Those links are dead ends…Counterintuitive at the least. Try to message them, it’s never replied. Reach out via other social media platforms, no response. But, they do allow hackers to setup shop & scam people needing assistance. They excel in that department. Not sure what their employees do but helping normal users is not on their radar. I’ve seen better support from companies that have ceased operations. It’s basically criminal how they conduct business. At some point I hope they collapse from their own ineptitude. Hopefully it starts with another class action lawsuit.",They make it impossible to get actual assistance.,-1
356,Update still doesn't sort by most recent when requested. Not seeing any of my requested friend's updates now.,Not seeing any of my requested friend's updates now.,-1
357,It keeps saying my account is an active but it’s not. It’s like almost to hackers testing trying to get in. Can you please fix this bug.,It’s like almost to hackers testing trying to get in.,-1
358,Literally the app was fine until I had to re login and it said my password was wrong but then it wouldn’t even let me reset the password. And I keep trying to re login but it’s not working. It won’t even let me make a new account and I’m literally about to cry to try to get my account back because I’ve don’t everything I can,It won’t even let me make a new account and I’m literally about to cry to try to get my account back because I’ve don’t everything I can,-1
359,I’m so sick of people being able to post animals in compromised positions and saying it doesn’t violate their policy but then suspending me because my 2 year old doesn’t have a shirt on. How disgusting that a 2 year olds (barely there) nipple is sexualized and found more offensive then someone throwing a puppy to a snake and then recording the other puppies trying to rescue it. Fb is the biggest joke. Not to mention…you have a problem or disagree with something? Too bad! No one to actually communicate with.,How disgusting that a 2 year olds (barely there) nipple is sexualized and found more offensive then someone throwing a puppy to a snake and then recording the other puppies trying to rescue it.,-1
360,"A ton of personal profiles were cloned from a page/blog I follow, and then used to post VILE comments about other people.
Those comments made it APPEAR as though it was being written from me (and others), when in reality it was our information, cloned, & made into a PAGE.
But other people don't realize the difference.

When reported for impersonation, Facebook had the audacity to tell me ""it wasn't against their community standards"".

Are you kidding me?
So basically, Facebook feels it's acceptable for someone to clone your information (spreading like wildfire & cloning those who interact with you), make a page, and then make you a TARGET due to the HORRIBLE things being written.

This company gets worse...and worse...
and worse...

The page was CLEARLY CREATED TODAY.
My profile was creating when Facebook was still in BETA TESTING.

APPRECIATE THE DUE DILIGENCE.
And for a second, I thought Harvard was something to brag about 😂","When reported for impersonation, Facebook had the audacity to tell me ""it wasn't against their community standards"".",-1
361,"The dark mode is completely gone on my app even though it isn’t for my friends. We all have the same version of phone, Facebook, & provider. Their “settings & preferences” are completely different than mine. I’ve tried everything & nothing will bring back “dark mode” for me.",I’ve tried everything & nothing will bring back “dark mode” for me.,-1
362,"Tell me why I keep getting notifications that so-and-so who I haven't talked to for years has updated their status. I get like 20 notifications a day like this. It's SPAM. I'm turning off all notifications for this app.🤷🏻‍♀️ 

Don’t know who your ads are supposed to reach lol you keep alienating people and making people want to delete your app.",I get like 20 notifications a day like this.,-1
363,I can no longer crop pics and I do not receive a notification on my page that ppl have liked or commented on my posts. My phone is fine but iPad gives no indication I have notifications.,My phone is fine but iPad gives no indication I have notifications.,-1
364,"I have been trying to get the updated version since 2019. My phone says it is the latest update but when I try to view reels or create an avatar, it says I need the updated version. I can’t get ahold of anyone to fix it.",I can’t get ahold of anyone to fix it.,-1
365,"Today’s update has reduced the usability dramatically. Because of automatic screen scrolling I can no longer see the comment I’m typing, it’s very difficult to edit my comments, and I can no longer paste anything into a comment. Fix this now, please!

Update: This update also broke the notifications function. Half of the time when I touch a notification that someone “liked” my post it takes me to their “story” instead of my post. The “story” function is stupid enough already without driving traffic there against the will of the person using the app. Please reverse or repair this update ASAP!!!",Update: This update also broke the notifications function.,-1
366,"Detox yourself from Social Media. Especially from Facebook. Go a month without it and see how your life changes, I dare you! 

Sure, facebook can be used in moderation. Unfortunately that’s not really the case now days. We’re judged based on how many likes our photos receive or how many friends we have. We’re constantly refreshing our news feeds looking for the dopamine hit and flowing of serotonin in our brains. 

Everything is bad without moderation like previously stated but maybe moderation isn’t for me. I’m 3 weeks away and I’ve been so much happier to see friends and family. There’s so much more to a personal interaction versus a digital one.",Especially from Facebook.,-1
367,I have had post approval on almost every group I run or help with and now when I approve a post it gives me an error message this has been going on for weeks now. I never had an issue before but now it happens every time I approve a post they don’t show up on the group. The error message says you are working on it but nothing has changed since the most recent update the problem was not fixed. I primarily use groups on Facebook and until recently there were no issues or problems with approving posts.,I never had an issue before but now it happens every time I approve a post they don’t show up on the group.,-1
368,"When scrolling down through your feed, after just about every 1.5 posts from friends/groups/people you follow, there's an ad.

I understand having ads scattered around, as it's how they make money, but when nearly 50% of the content you see on the app is paid promotion, that's just broken. It's a joyless chore to use Facebook now.

The only reason I still have an account is to RSVP to events and to use Messenger (which  they, thankfully, haven't destroyed yet).","The only reason I still have an account is to RSVP to events and to use Messenger (which  they, thankfully, haven't destroyed yet).",-1
369,"Facebook sells your data….your search history, your information given at registration, your likes, and your exact location. Unless it’s patched at the time you’re reading this, you have to manually turn this feature off so you can’t be e-stalked.
Before you fall into this trap, google Zuckerberg testifying in front of congress. Dude looks like someone who’d wear someone else’s skin
Also, admits to interfering with government elections.","Dude looks like someone who’d wear someone else’s skin
Also, admits to interfering with government elections.",-1
370,I have been using the Facebook app for years. I just got a new phone and now my dark mode for the app is gone. And it is no where to be found to be able to change it back. When you look it up on Facebook it tells you where to find it but it’s not there. Super frustrating.,Super frustrating.,-1
371,Why is it when I click on the “ creat your avatar it brings me here? My fb has updated several times since this feature was added and it’s not added to my fb page. Is it bc I was in fb jail so many times? Idk but I’d like this feature added . Please and thank you,Is it bc I was in fb jail so many times?,-1
372,"I have a lot of friends who don’t use Facebook anymore, and honestly, I’m about to be right there with them. In the past, when I saw the occasional post that I wanted to share with them, I was able to share it externally as a link. However, I noticed after a recent update, that link sharing is no longer a direct option in the FB app nor messenger. This is very inconvenient and honestly frustrating. I don’t know why I’m even still on the app honestly.","In the past, when I saw the occasional post that I wanted to share with them, I was able to share it externally as a link.",-1
373,"Seriously, what’s with all the ads clogging up the feed? A few, ok, but now it’s reached ridiculous levels. I joined to keep up with friends, but ads & “join this group” promotions are sucking all the pleasure out of it. 

Plus, you really should be able to tell where the product is coming from & allow people to expand on why an ad is spam or a scam. I have ordered before, but the last 2 of those came from China & wasn’t what I ordered & the other never arrived although it was reported by the company that it did! Never again!","A few, ok, but now it’s reached ridiculous levels.",-1
374,"Wow where do I begin? Facebook sells your info to third parties. Facebook censors doctors, politicians, teachers, everyday citizens. Facebook have fake fact checkers that lie about everything. The censorship is so unreal. Facebook says child pornography does not go against their community standards but non-violent conservative groups do. Facebook lies about the number of views, downplays popularity in a video or take it down if they don’t like it (or if it upsets one of their elite powerful friends). Facebook covers up high crimes and CONSTANTLY pushes propaganda. Facebook hides movements like #saveourchildren. Advertisements, advertisements, advertisements. Constantly (every 4 post) and not only that, your stolen info from your phone that tracks everything you do, and sells that info to advertisers. YOU ARE THE PRODUCT. Facebook is a tool to brainwash. They made it highly addicting on purpose to constantly push their propaganda and nefarious agenda. Facebook use to bring people together. Now we are down each other’s throats with no shame or remorse. Nobody should have this much power without repercussions.",The censorship is so unreal.,-1
375,"Can’t even see my friends feeds anymore.  Cluttered with nothing but ads ads and more ads.  You look at one thing ever that a friend posts or even on the internet and that’s all it gets tailored to.  It’s supposed to be social, as in I want to see what people I know are up to or thinking.  I don’t want to see different community pages I’m not subscribed to, just because a friend posted one of their videos and I watched it.  Outside of the market place that’s about all it was good for lately due to the fact I can’t see anything else but other groups or ads.",Cluttered with nothing but ads ads and more ads.,-1
