,content,sentiment
550,"Aneh bgt perasaan ga ngelanggar s&k nya tapi voucher diskon pengguna baru nya ga bisa di pake,kalo ga niat ngasih diskon ga usah di tampilin bikin orang tergiur aja.",1
886,"Di ANTERAJA itu Udah sering barang ilang,pengiriman lama,hari minggu pengiriman libur,barang rusak,claim asuransinya susah tapi masih aja di ajak kerja sama. Tolong Stop jadiin ANTERAJA pengiriman rekomendasi,Banyak ruginya",1
488,Kecewa.!! Sekarang langganan plus ada batasnya dan biaya layanan makin mahal,1
147,"Benerin updatenya lah, app gak bisa di buka, minta di update gagal terus, kasihan ini yang jualan gak bisa selesai!",1
146,"Payah g bisa cod, pdhl sering beli hp di tokped dulu cod an",1
720,Penipuan bnyk disini,1
931,"Aplikasi abu jahal pesan hp malah pembayaran dibatalkan uang ditarik lagi ke atm malah ujung""nya atm jdi terblokir",1
739,"Saat melihat Rating dengan kecepatan jaringan 1GBps gambar rusak/hancur. Kemudian terlalu banyak penerapan biaya, biaya layanan lah, biaya aplikasi lah, biaya asuransi pengiriman lah, sumbangan lah. Kebanyakan mungut biaya anda.",1
659,bagus,0
348,mantep,0
463,Kenapa ga bisa pake WIB,2
325,Aplikasi rusak sering elor ngga jelas,1
186,"CASHBACK MAKIN SULIT, GAK BISS GABUNG DG GRATIS ONGKIR LAGI, Biaya APALAGI TINGGAL DILUAR PULAU JAWA GRATIS ONGKIR SULIT, Waktu Pengiriman Makin Lelet, MAU BANGKRUT YA INI, CARI SOLUSI YG LEBIH BAIK LAH GK GINI CARANYA KALAU INGIN KONSUMEN PUAS, makin parah sekarang buat yg diluar pulau jawa gak ada kemudahan sama sekali.",1
123,"Makin kesini ko tokopedia makin ga ada promo ya apalagi untuk pengguna baru beda sama aplikasi si oren masih ngadain promo untuk pengguna baru cuman hanya rp.1 , ada apakah dengan tokopedia ? Pengurusnya pada kmna ya ? Coba deh belajar mensejahterakan masyarakatnya supaya berkah, supaya makin di sayang sama masyarakatnya , makin kesini keliatan makin amuradul",1
853,"Tolong dong untuk kurir nya terutama sameday GTL jangan memaksakan kalo sudah malam , bukan kami gak mau terima tapi kami juga butuh istirahat",2
608,aplikasi bagus,0
143,baik,0
958,Sekarang banyakan tambahan biayanya yg biaya aplikasi lah penanganan lah,1
197,Goto ( gojek tokopedia ) biaya layanannya gak masuk akal... Mending Pindah ke lazada dan grab enaknya,1
609,semua lancar,0
279,belanja praktis dan efisien,0
293,Tolong tambahkan metode pembayarannya agar lebih mudah untuk membeli barang.,0
400,Kmaren nge share link toko affiliate dpt komisi pas nge klik. Ini yg klik dpt banyak ga dpt komisi anjay🙃,2
122,"Pelapak sombong sombong, ditanya gak memberikan Informasi dgn jelas",1
183,Lebih jelas dan aman daripada Toko Sebelah,0
202,"Harga jadi mahal, karena banyak biaya administrasinya",1
438,Harga dan barang tidak mengecewakan,0
246,"Semoga toko pedia bisa terus membantu kami yg sedang membutuhkan,sukses dan jaya selalu untuk mu Toko pedia",0
415,"Maaf, saya sebagai pengguna lama sangat kecewa dengan banyaknya biaya tambahan yg SEHARUSNYA tidak pernah ada ketika Checkout. Kalau mau bangkrut, jangan seenaknya membebani konsumen dengan BIAYA GHAIB yang tidak ada manfaatnya untuk pembeli. Terima kasih dan selamat tinggal untuk Olshop Tokopedia.",1
932,"Selama gw pake tokped, satisfied banget",0
765,Barang saya hilang bagaimana nih..rekomendasi kurirnya...,1
906,Kalo ada gangguan seharusnya di infokan terlebih dahulu...jangan pas sudah melakukan transaksi baru dapet info gangguan ...,1
835,jelek bangsaat,1
887,"Tolong dibaned aja kurir anteraja, selalu out of estimation",1
129,Sulit di update,1
637,Tokpedia sekarang pengiriman nya suka nyasar.. Kurirnya juga suka ngembaliin paket.. Paket gk sampe²,1
402,puas,0
784,"Apk ribet salah masukin pin skali doang langsung hrus nunggu lama bbgt, udah 4x beli di tokped uang di kembalikan terus promo ga bisa di pake dah uninstall aja",1
770,aneh aplikasi apa gak bisa beli paket data,2
735,lumyan bagus fast respon tapi semua vocher gratis pengguna baru tdk bsa dgunakan payah,1
913,tidak dapat mendownload apk,1
219,toped oh toped makin kesini makin kesana kek nya.. maaf ya di uninstal dulu,1
641,lain kali kasi murah,2
915,"Aneh aplikasinya, masa buka aplikasi lain normal, sedangkan buka tokped kok lemot, sinyal bagus waktu buka apk lain, buka tokped langsung down",1
752,"Entah apa yang membuat saya sulit untuk memakai Tokopedia, entah itu interface, terlalu banyak iklan promo atau saya yg kurang familiar dengan Tokopedia",1
806,"Kebanyakan biaya admin sd 5000, mending saya tinggalin ke toko orange. Makin lama makin banyak aturan tokped, bye",1
919,Biaya jasa aplikasi 2rb s/d 3 rb. Luar biasa mahal.. Terakhir transaksi beberapa bulan lalu masih 1rb. Auto uninstall saja dah. Kapok....,1
624,Kecewa dengan kenaikan biaya tambahan sampe 3000,1
874,"proses pembayaran cepat, ngk ribet....ditunggu barangnya segera... trims",0
760,"Sekarang aplikasi toped sering lag..apa penyebab pemotongan anggaran...sering loading"" sendiri dan susah di buka, ada apa dengan tokopedia?",1
386,baik,0
972,"Kritik : Tarif Pengiriman dengan promo gratis ongkir lebih mahal daripada menggunkan pengiriman reguler (Scam). Estimasi waktu juga perlu dievaluasi kembali, kalau gak bisa sampai dalam 4 hari, jangan tulis pengiriman 2-4 hari.",1
509,"Saran saja, untuk produk yg mengharuskan verifikasi umur mohon dicek lagi dgn benar, masak charger baterai merk nitecore termasuk produk mengansung konten dewasa yg mengharuskan verifikasi selfi dgn ktp ketika akan membeli, jadinya kan bikin males akhirnya beli di aplikasi sebelah yg tidak pakai verifikasi umur",1
267,"Saya naikkan satu bintang karena pesanan saya kali ini berhasil sampai, tidak dikembalikan ke penjual sebagaimana 2 pesanan saya sebelumnya. Terima kasih banyak (Tkb) buat kurirnya. Insya Allah akan saya tambah lagi bintangnya jika bisa dapat diskon ongkir Rp 40K untuk pembelian produk dari beda pulau.",0
819,fitur chatnya perlu dilengkapi lagi mungkin...,2
441,sangat membantu saat blnja barang2 bangunan dan rada berat🤭,0
496,"Mengecewakan, beberapa kali komplain, solusinya selalu merugikan pihak seller Skrg bebas ongkir dibatasi, termasuk toko yg dilayani tokped, ditambah lagi ada biaya aplikasi yg makin memberatkan pembeli, mending ke supermarket atau grosir aja",1
112,"Update : ini apk no 1 di indonesia untuk sewa aplikasi nya per transaksi. Penjual di potong dengan biaya layanan dan kategori belom fitur lainnya jika berlanggan.. Pembeli di kenakan biaya layanan dan Sewa apk. Kanan kiri masuk pak ekoo.. Terlalu gede sewa apk.nya untuk pembeli min..?? Apa masih kurang motong dari hasil penjualan seller..?? Bisa2 sepi pembeli Toped.. Ayo di kaji ulang biaya sewa apk.mu.. banyak keluhan tuh.! Pertahankan performa toped yg selama ini bagus, Masih ada yg lain lho.?",1
691,"Aduhh kok jadi mahal bgt tokped, belanja ditambah biaya layanan & aplikasi. Padahal aplikasi sudah cukup sempurna & tidak ada perubahan jg. Trus promonya cuma bebas ongkir doang, gak bisa pake promo lain lg. Padahal bebas ongkir sudah dipotong dr penjual/seller..",1
232,"Apaan tiap belanja kena biaya 3k. sama aja kek parkir. Maruk lu sekarang, mending pindah marketplace",1
869,Seneng banget gua,0
607,Tokopedia Beri rating aplikasi ini,2
671,"Apk gak berguna,banyak iklan,mahal murah toko sebelah,pengiriman lama",1
373,Saat mau daftar sangat sulit jadi bintang 1 dan saat checkout baru dikemas gw batalin eh besoknya sampe makanya kalian jangan instal tokped mending tiktok shop daftarnya mudah ongkirnya gk bayar pengirimannya cepet semua barang ada gk kaya tokped untuk saya saya saranin jgn pake tokped pake yang lainya aja ya untuk yg pertama kali beli online jgn download tokped akhirnya saya ganti apk BAY TOKPED,1
981,"Mohon diperbaiki untuk update data nomor telepon, saya sudah update nomor telepon tpi masih jika dapet diskon isi pulsa malah kedetek nomor telepon yg lama padahal di profile sudah ke update nomor telepon yg baru...",1
842,Semakin lama semakin gak jelas tokopedia.semau2 aja bikin peraturan blokir ikan saya.emang gampang naikin pitanya.sangat tidak puas dengan peraturan tokopedia.potongan udah gede bikin rugi kami sebagai peguna toko.,1
233,"Terima kasih , Karna sudah menambah biaya jasa aplikasinya, bye T*L*LPEDIA",1
785,Di-update kok malah gratis ongkirnya dikit banget,1
676,Sy pakai aplikasi ini kurleb dari thn 2017... Dulu cashbacknya gede²an...skrg mah malah melempem...ditambah gratis ongkir ga bisa dipakai sama kupon yg lain...aplikasi lain makin maju...tokped malah makin mundur karena ada jasa aplikasi dan layanan... Gmn nih tokped? Masa sama member lama malah dibebankan tambahan biaya jasa aplikasi dan layanan? Pernah nanya lewat chat di customer care perihal ini....tp gada jawaban yg memuaskan.... Mohon tanggapannya,1
317,"Kurir anteraja BANGSAATTT, MONYEEEETTT, ANJINGGGGG",1
648,Bisa belanja sepuasnya dan tokopedia appnya lebih baik kedepannya,0
410,pelayanan sangatlah bagus dan cepat,0
898,Aplikasi ga jelas dan membingungkan... ga jadi pake bikin takut.. wkwkwkwk,1
709,"Saya sebagai penjual dan pembeli di 1 market place Tokopedia sangat sangat sangat kecewa dgn kebijakan CEO dan menejemen marketing nya sekarang. Produk² yg seharusnya bisa dibeli dgn gratis ongkir dan cod serta chesbeck, ternyata tidak bisa. Penjualan nyungsep ke jurang, pembeli / buyer pindah ke market lain. Tokopedia hanya mementingkan pihaknya. Jika ini tidak segera diperbaiki, saya jamin sesegera mungkin Tokopedia rungkad dari persaingan icomers digital.",1
358,"Push notif terlalu berlebihan setiap hari, sangat menggangu. Coba contoh aplikasi orange!",1
258,"Saatnya pindah ke toko sbelah, adanya biaya tambahan aplikasi dan biaya layanan tdk sebanding dg kualitas layanan dr Tokopedia, 🙏🙏🙏",1
744,Oh Biaya jasa aplikasi 🥳,2
627,Ketika tanggal 25. Promo WIB kalah sama si oren. Si oren beri gratis ongkir tanpa minimum beli. Di tokped tetap min 50rb. Apalagi tokped sekarang gak bisa gabung voucher cashback dan ongkir. Kalo biaya aplikasi dan proses sama. 2rb.,1
632,"Biaya Layanan 1000, biaya aplikasi 2000 total 3rb, kecil ya ! tapi elo coba kalikan sejuta konsumen/pembeli ! jadi 3M bro ! luarrr biasa tokopedia..gue suka gaya lo 👏👏👏",1
282,"Topup gopay gk masuk, mau checkout bayar pake apa? Auto uninstall, pindah kesebelah",1
376,Kenapa tidak bisa install tokopedia ? Sampai saat ini masih tdk bisa diinstall kenapa ya?,1
384,"aplikasinya bagus sekali, sangat memuaskan.",0
224,Biaya jasa dan biaya aplikasi terlalu tinggi,1
953,sangat membantu utk keperluan pekerjaan yang dijadwalkan,1
814,sangat membantu,0
472,"Saya adalah Member Gold di Tokopedia dan pengguna aktif dengan transaksi pertahun bisa lebih dari 100jt, sedikit lagi Up jadi Member Platinum. Tapiiiiiii,, kok Program Gratis ongkir dari 40rb berubah jadi 20rb ya,, biaya ongkir rata2 jadi 35rb dengan tujuan Kalimantan Barat. Member makin loyal kok makin di manfaatin yo? Silahkan evaluasi wahai Tokopedia. Izin hapus apps, dan izin hapus akun permanen.",1
347,"dulu takut dan ragu pakai tokopedia, setelah memberanikan diri untuk coba sekarang jadi sangat terbantu Tokopedia, terimakasih tokopedia",0
505,Mantap langganan terus,0
639,Ubah alamat pengiriman saja tidak bisa. Makin kesini tokopedia kenapa jadi susah dan ribet.,1
987,"Saya jual barang dgn nominal 3,2jt dan toko Aya sudah upgrade ke power merchant saya kira ga akan ada potongan apapun eh ini malah kena potonga mending kalo potongannya kecil mah ini sampe 58rb,ngotak dong",1
928,Ongkirnya skarang GILA MAHALNYA jadi males belanja di dsini,1
905,Luar biasa aplikasi terbarukan Kekinian,0
619,"Terbantu bgt,,,",0
855,"ulasan jujur dan sakit dari saya sebagai pembeli: sekarang makin parah aja mahalnya, ongkir instannya selangit ( lebih mahal 9000 dari shopee), biaya layanan 1000, muncul baru lagi biaya jasa aplikasi 2000. duh, emang bener saya sudah waktunya beralih pindah belanja di shopee saja. bye. terimakasih waktunya.",1
803,"Konfirmasi pesanan lama, pengiriman barang lama. Kalau cuma satu-dua pesanan oke, lah ini hampir semuanya. Padahal gue paling suka tampilan tokopedia dibanding app lain tapi untuk yang dua di atas gatau deh mau ngomong apa lagi 😶",1
645,Saldo keuntungan reksadana dana kok tidak berubah udah 4 hari masih sama tolong di perbaiki,1
846,Terlalu banyak biaya layanan dan biaya aplikasi hapus aja masih ada shopee dan lazada,2
556,Parah sekarang Tokopedia:(((,1
957,"Penjualan di tokopedia semakin sulit laku. Pendapatan Keuntungan bersih kita lebih kecil. Dan Akhir"" ini Mengapa Tokped sekarang tidak mementingkan para reseller"" juga??, apa ada sisi kepentingannya jugakah",1
577,Aplikasinya lemot sekali 🙏,1
795,puas,0
85,"Banyak embel""..biaya jasa aplikasi..biaya layanan...jadi nya mahal...",1
242,"Seharusnya voucher pulsa jangan utk yg belum pernah transaksi pulsa, tapi belum pernah menggunakan voucher pulsa. Gara2 lupa ngeklik pas beli pulsa jd gk dpt diskon. Udah gitu ngeselin vouchernya muncul terus setiap ada yg baru, padahal udah bbrp bulan pakai toped. KALAU VOUCHERNYA NGGAK BISA DIPAKAI JANGAN DIMUNCULIN TERUS!",1
698,ngebantu akhir bulan🤭😛,0
159,Tolong perbaiki fitur tukar tambah karena hp yg pengen ditukar terlalu murah padahal beli Awal mahal malah dihargai murah nya gak ngotak untuk yang lainnya bagus saya b3 aja,1
524,"Biaya ongkir sudah gak masuk akal,merugikan pembeli dan penjual,yg diuntungkan cuma tokped dan jasa ekspedisi.harga + ongkir bisa mencapai 30%-100% lebih mahal dari toko offline,terutama yg belanja di bawah 500ribu kebawah",1
35,"Sekarang bayar pake gopay adminnya nambah jadi 2 ribu perpayment, kamahalan buat yg beli cuma satu-satu",1
540,"terlalu banyak biaya tambahan, perihal pengiriman dan voucher gak sebagus dulu",1
170,Semakin kesini bukannya tambah bagus malah tambah kurang bagus,1
654,"Ongkos kirim sangat mahal dan tidak 100 persen, ada kelebihan ongkos kirimnya. Auto pindah ke marketplace lain yang menawarkan gratis ongkos kirim 100 persen",1
890,"Gratis ongkir banyak aturan, biaya tambahan banyak,",1
857,"makin kesini makin gak mutu kualitasnya. pusat resolusinya makin lambat berikan solusi, gak kaya dulu. beeeh",1
847,Makin banyak biaya tambahan makin ga asik tokped,1
944,mantab,0
733,"Tokopedia sekarang tambah JEEEELEEEEEKKK !!! dan TIDAK RECOMENDED !!! SELALU kena tambahan biaya jasa APLIKASI dan LAYANAN sampe total 3 000 lama2 tambah MAAAAHHAAALL !!! belum lagi GRATIS ONGKIR gak bisa di gabung dengan CASHBACK lainnya !!! Mending pilih belanja di L4ZAD4 deh... Tolong PIKIR2 lagi klo mau belanja di TOKOPEDIA ini yg SANGAT MAHAL !!! Dijelaskan oleh Tokopedia pun, PASTI tdk akan mengubah aturan dari tambahan biaya JASA APLIKASI dan LAYANAN. Dan Tokopedia pantas BINTANG 1 aja !!",1
95,Layanan lumayan memuaskan,0
563,"Buat bayar cod aja ribet musti ke menu setingan dulu,, Klo ga bisa juga musti pake aplikasi tambahan,,ga kaya aplikasi"" lain, Toh kita cod juga bayar bukan ngutang.",2
240,Pindah ke sebelah aja deh,1
742,"Makin lama semakin kurang bagus, tunggu refund lama duit kecil aja apalagi yang mahal 😃",1
574,jangan download mending shopee serius nanti nyesel,1
690,mantap banget,0
460,Cara masuk ketokopedia,2
553,Good aplikasi Indonesia,0
888,"siip.. nggak nyangka, ternyata ada saldo di tokped, hitungan di tokopedia jujur adanya..",0
206,"Gila aja udah ada biaya aplikasi 2rb,ditambah lg biaya layanan seribu??? Thn dpn ada biaya apalg? Makin parah aja skrg toped,mana promo jg udah ga ada🤦‍♂️pelit promo...",1
392,cepat tanggap,0
794,terimakasih banyak tokopedia saya sangat senang dengan aplikasi ini,0
397,Masa mau beli online hrs bayar jasa aplikasi. Wkwkwk lucu kak.. Yg namanya orang beli online ya sipembeli cukup bayar biaya COD.. Bukan udh bayar COD hrs bayar biaya aplikasi.. Hadeh,1
766,Masaa tiap mau dipake kudu update. Yang bener ajaaaaa,1
848,"Pelayanan sampah, saya tunggu sampai 1 Jam kedepan. biar YLKI yang menyelesaikan.",1
217,Mantap sih ni e-commerce. sat set dah pokoknya,0
4,"suka sama paket belanja 10K dari tokped, semoga makin sukses dan jadi ada paket 20K",0
768,Susah sekali caranya,2
642,Aplikasi Terbaru TokoPedia Semakin Mantap.,0
929,Bengkel Motor 😊,0
612,Sangat rekomendasi untuk beli pelatihan PRAKERJA👍 Rekomendasi toko cepat respont dan solusi jika terkendala dalam belanja.,0
738,pungsi vocher gratis ongkir apa min?,2
546,Market place tertaeeekk udah . Org blnja online biar agak murah lah ini makin mahal. Mending pakek shopee . Smua promo biasa digabungin. Lahhh ini cm bisa pakek 1 voucher doang. Paling bentar lagi jg tutup ini toko,1
725,"Terakhir belakangan ini sangat"" Kecewa dgn promo gratis ongkir nya toped ini, biasanya ad gratis ongkir belanja 10 rb, kita byr nya hnya 10 gk da tmbhn ini itu, skrg ini sdh tak ada lg, menjadi blnj 20 gratis ongkir, hny byr 20 rb gk pke nmbh byr, pesnn lansung proses, skrg ad tmbhn ongkir, biaya aplikasi, gitu banyak, krn sy klau blnja srg toko yg sama sebelumnya, terakhir sekarang ni saya jadi gak mau lgi belanja di toped ini sprti biasanya, gratis ongkir nya hnya berlaku utk kota tmpt kita,",1
683,Bagus banget aplikasi nya,0
98,"Pelayanan lumayan bagus cuman ongkirnya makin hari makin naik, trus udah jarang dapat gratis ongkir padahal udah lama langganan sama aplikasi ini",1
804,"Sekarang tambah mahal, baik untuk seller dan buyer. Ada 2 tambahan biaya yg membebani. Biaya Layanan dan Jasa Aplikasi. Tiap transaksi loe akan dikenakan 3000 . Pdahl dlu lebih murah dri Orange, skrg MAHAL",1
727,"nomer hp rusak, mau ganti no ribet amat..., unistal aja lah..., ga mau ribet. Bahaya nih aplikasi model gini, jangan sampe punya saldo banyak di aplikasi kaya gini, nomer hp berubah/ saldo hilang...",1
573,Mantap,0
406,Sinyal full aplikasi lain lancar jaya kenapa leletnya minta ampun dan gratis ongkirnya gak banget untuk daerah luar jawa sicepat gerai sedikit lambatnya minta ampun,1
502,"layanan tokopedia semakin buruk,14 mei 2023 baru update 25 mei 2023 minta update lgi,gratis ongkir tidak sesuai promo2 yg tidak bisa dipakai,, overall sangat buruk... sekarang lebih nyaman pakai SHOPEE jasa kirim cepat ongkir murah dan banyak promo.. seller dan buyer sama2 untung..",1
47,Tokopedia Mengapa harus selalu UPDATE terus ngga seperti yg lain... di update mana harus hapus aplikasi lain lagi...,1
32,"Ongkirnya mahal meskipun udah pakai gratis ongkir. Masa saya harus nambah Rp.11.800 sih, voucher juga cuman bisa pake 1, kita cuman pilih antara gratis ongkir atau cashback 1rb. Gak kayak dulu lagi!!! Makin lemot lagi app nya. Semoga kedepannya bisa gratis ongkir Rp. 0 dan bisa menggunakan voucher lain.",1
779,"Harus belanja min 100 ribu baru bisa dapet gratis ongkir full,",2
839,"12:49 search engine error, masa ketik laptop ngk ketemu malah ""oops, produk nggk ditemukan""",1
200,"Belakangan ini,toped sudah kurang bagus. Pesanan sering terlambat dan butuh waktu 7 hari untuk menunggu penyelesaian komplain",1
134,Ini di hp saya ga bisa diupdate,1
27,"BLIBLI Tanpa biaya Apapun, banyak casbac dan gratis ongkir. PILIH YANG MENGUNTUNGKAN, JANGAN HIRAUKAN ORANG BILANG #maunya gratisan#, yg jelas belanja itu cari yg murah, dan menguntungkan. saatnya tinggalkan yg merugikan. beralih yg menguntungkan.",2
880,Ongkir nya mahal,1
230,jadi pembeli malah harga makin mahal,1
489,terima kasih Tokopedia is the best,0
772,"sekarang mau belanja aja ribet, peraturan sistem ga jelas mau belanja malah ditolak Mulu 2x, udah beda sistem dulu sama sekarang masih enak dulu gampang mudah, sekarang malah dibuat ribet ga lagi dah mending pindah ke toko online sebelah aja",1
378,Sekarang Tokopedia gak bisa COD,1
288,Gratis ongkir' tp masih bayar 27k 🗿,2
418,"Tolong dong untuk jasa pengiriman yang bermasalah, atau lelet dalam pengiriman jangan d pakai atau di sediakan, kasian pelanggan yg gk tau jasa perngirimanya lelet seperti antaraja barang pesananya jadi terhambat,",1
674,"Lama kali pengirimannya, jngan kerja sama lagi sama sicepat, barang saya ilang di buatnyaaa........ gak sukaaa tot",1
391,Oke mantap Guys,0
592,sangat dibutuhkan,0
498,🔥Jelek ke ga guna,1
138,Beli barang di toko Tokopedia pakek bayar di Indomaret sudah di pesan barangnya tidak di konfirmasi dan uangnya sudah di tarik ke rekening Bank Jatim tapi tidak masuk ke rekening 500k tidak banyak 😭,1
62,Kurir makin lama makin lambat.. jabodetabek aja klo ga pake gosend paling cepet tiga hari... apalagi kalo pake jne bisa seminggu,1
471,seneng banget sangat membatu dan praktis,0
647,Sekarang Tokopedia ribet di biaya layanan. Sistem bayar dengan BSI kapan aktif kembali?,1
128,"Penjual responnya kurang, jadi pembeli tidak nyaman.",1
976,"Mesen gojek ada biaya aplikasi n layanan , sekarang mau beli sesuatu di Tokopedia ada juga biaya layanan dan jasa aplikasi, makin kesini kok jd mahal nih GO TO, mending di Shopee deh .",1
520,mantan,2
838,"Pengiriman lama , cepatan lazad !!!!",1
962,"Tolong dong untuk Tokopedia now di sediain kursi, pegel berdiri & jongkok di Tokopedia now",2
64,Kalo di teruskan Aplikasi seperti ini lama2 User akan tinggalkan Toped Soalnya saya rasa Aplikasi ini tidak seperti dulu lagi ada tambahan biaya Aplikasi dll. dan saya sarankan Agar Paylater di hapus saja semua.itu kendala orang malas pakai. Limit sudah kecil Tiba2 di turunkan tanpa pemberitahuan Padahal gk ada masalah dg Pembayaran seenaknya Aja .... Bikin bingung pemakai. kalo di teruskan kayak gini saya Yakin akan banyak User yg tinggalkan TOPED. Apalagi sekarang Banyak pilihan Toko Online .,1
812,"aplikasinya cepat, respon bagus",0
14,"Fitur Pencarian produk tidak maksimal, produk yang tidak di cari malah muncul",1
156,Minta update terus dan akhirnya tdk bisa di instal...🙏,1
40,"Untuk Solusi Kalm Transaksinya Sy akui Good Tokped, Tapi Sekarang Ada Tambahan Biaya layanan. Biaya Layanan lebih murah Marketplace Orange, Pembayaran COD sesuai saat cekout Orange, Tokped ada tambahan lagi jasa aplikasi. Sory Tokped Transaksi Pindah dulu. Klu tidak ada gebrakan promo tdk menguntungkan siap2x ditinggalkan seperti Marketplace Merah.",1
492,mantuk,2
379,"Tokopedia semakin menurun. Beriklan aja percuma kayak buang"" Uang aja. Masalah penjual & akun di hack aja ga terselesaikan. Malah minta biaya apa gt. Sy jadi nombok, mau pake jualan malah dana penjualan saya ga bisa di tarik. Di tahan sama pihak tokped. CS nya aja lama banget bales, kayak sudah tdk ada CS. Chat siang, balasnya bisa malam. Bener"" Merosot tokopedia, beda dgn ttahun"" lalu loh. 😡",1
187,No coment... siip belanja di tokopedia.,2
763,kok ada biaya aplikasi ya sebelumnya ngk ada,1
216,Maaf kenapa jasa Apl malah nambah...trs utk blj 20k kok hanya berlaku wilayah tertentu .....biaya semakin mahal maaf kalau gk berlangganan lagi 🙏🙏🙏,1
791,"Sudah baik, lebih baik lagi ya.",0
52,Biaya aplikasi biaya penanganan biaya e wallet biaya biaya biaya😂,1
878,Banyak Biaya Tambahan... Mendingan saya pake ecomerce yg lain !!!,1
337,"Tokopedia bikin ribet,ada biaya layanan,biaya jasa apk,biaya tambahan, tolong dong diperbaiki layanannya",1
748,Makin ke sini makin ke sana. Pake kupon gratis ongkir ga bisa pake kupon discon. Tak seperti tokped yg dulu. Kamu sudah berubah :'(,1
719,Pelayanan jelek. pengiriman di kurir superr lamaa bgt. padahal dari penjual langsung d kirim. udh 2x pengiriman lewat ESTIMASI keceewaaaaaaa,1
724,"Anda ada bintang 0, bakal saya kasoh deh 0 besar! Gila ya, aplikasi tokopedia, bukannya sdh join tokped sm gojek?? Kok bisa bayar tokped pakai gopay kena biaya admin 2000! Kalah sama rentenir pasar! Udah mau anjlok ya sahamnya?! Ndelosor, sukurin, rasain deh.",1
295,ok mantap dapat potongan dengan gopay,0
701,"Parah sih.. sekarang promo cashback tidak bisa di pakai bareng gratis ongkir, biaya jasa aplikasi makin naek",1
251,Toko pedia terlalu bohong.tidak ada gratis ongkir sama sekali.saya pindah beli sate aja mantap pokoknya bikin nagihhh .,1
726,oelah,2
461,Ongkirnya semakin mahal,1
455,"Ga usah jadi kaya si oren lu, ada biaya layanan sama biaya jasa aplikasi . Dulu dulu ga ada begituan , sekarang knapa jadi ikut""an?!",1
996,Sangat mudah di mengerti,0
815,"Vertifikasi pembayaran transaksi pakai gopay kok blm bisa ya, sering coba lagi, padahal kemarin baru di-update UD ga bisa lg gopay",2
862,"Udah aplikasi makin berat,makin banyak iklan,makin banyak biaya layanan,biaya aplikasi. Tamak dan kapitalis sekali Anda. Kapitalis apa kere.....",1
269,Semakin kesini bukanya semakin bagus tp semakin jelek sering eror,1
201,Baik,0
161,"Apk buruk jangan mau jualan di sini . Penarikan dana ke rekeningnya lama Ampe 1 Minggu gk nyampe"" , padahal akun gk kena penalti apa"" .",1
555,"Biaya aplikasi tolong dikurangin, saya mau belanja kebutuhan gila aja masa tiap transaksi harus bayar 2rb, dri dulu sering banget pake gopay krn itung"" bantu kedua aplikasi krn tokped ama gopay menjadi partner, tpi yg terjadi malah begini...beli di tokped berharap lebih murah dripada beli di toko lokal yg harganya 31rb, ternyata di tokped harganya 29rb dan 2rb ditambah pajak aplikasi, kocak sama aja jdi males pake tokped skrng gada ambisi lgi buat jdi membership.",1
729,Dana refound mlence lama.. Pesanan pgl 14 dan gagal tgl 25 belum ada dana refound,1
401,Banyak bgt biaya2 jadi piki2 kalo mau belanja,1
702,sangat membantu dalam proses pembelian,0
476,Banyak promo,0
821,Lancar jaya,0
771,"sungguh luar biasa, cara pembayaran dari gopay coin",0
105,Minta update terus udah di update malah force close trs mnta update lagi. Apaan tuh,1
565,"Kecewa dgn Tokopedia, banyak biaya layanan, uinstal, kembali ke lazada",1
389,memberikan solusi kemudahan dalam berbelanja,0
1,"Di tingkatkan lagi informasi pelacakan barang saat di kirim.. iya kita mengerti dengan sistem estiminasi. Tetapi yang minimal beri informasi barang lokasinya dimana. Walaupun masih di tempat pengirimnya, paling minimal beri informasi. Informasi saja sudah cukup.. di tingkatkan lagi yang tokped.. Tokopedia aplikasi hebat",2
937,"Mohon kepada tokopedia untuk ditindak ekspedisi/kurir yg suka memunda2 pengiriman paket.Akhirnya yg ke 3xnya pembelian,menggunakan kurir/ekspedisi Anter A.. barang sampai melebihi batas estimasi.Sangat merugikan pembeli dari segi waktu dengan keterangan ""paket tertunda karna masalah operasional"" dan itu terjadi sampe beberapa kali dalam sekali pengiriman,kaya buat mainan dan ngga bolak balik aja.terima kasih.",1
982,auto langganan untuk seller yang amanah,0
561,even Tokopedia sangat puas dan amanah,0
80,"ada biaya jasa, biaya aplikasi makin mahal aja ini toko ijo",1
205,"Prosesnya lama dan barang lebih mahal, gratis ongkir hanya abal2.. Banyak biaya lain2.. reguler bebas ongkir lebih lama proses nya di bandingkan yang ekonomi.. Makin parah saja tokopedia.. Penjual seenaknya saja Mengabaikan pembelian dari konsumen..",1
34,"Baru pertama kali mengunjungi tokopedia, saran saya lebih baik pindah e-commerce lain saja. Banyak fitur yang tidak berfungsi, promo ongkir dan diskon/cashback gabisa digabung. Ekspedisi gratis ongkir juga gabisa milih. Yang terbaik menurut sistem belum tentu terbaik buat pembeli yang baru pertama kali coba Tokopedia. Thanks, semoga jadi perbaikan kalo mau pengguna tetap stay.",1
